Machine_ID,Operating_Hours,Temperature,Vibration,Pressure,Maintenance_Required,Failure
Machine_1,960,40.35850652946082,2.1064870539961893,120.79229979526255,0,0
Machine_2,3872,21.031797583162035,1.698289969809769,129.89873693033383,0,0
Machine_3,3192,63.223952540919974,9.360134314741094,135.669893174516,0,1
Machine_4,566,88.09205883407854,6.247025124903191,102.81977146964799,1,0
Machine_5,4526,96.61053170180703,6.7651555521835505,133.28742712657015,1,0
Machine_6,3544,65.25959604906313,4.317039868166956,31.849795013808922,0,0
Machine_7,3271,61.156906219191534,9.13531847319121,42.86829621234283,0,1
Machine_8,3019,26.80451083913929,6.560339651006822,41.109128046251854,0,0
Machine_9,230,63.90982412340798,7.807113760474081,115.51256211056796,0,0
Machine_10,1785,50.39832631723157,4.001343455763282,38.349814025229485,0,0
Machine_11,869,68.57082247068615,9.620112867781693,89.56372469595684,0,0
Machine_12,2491,51.09810783012374,8.294382256503994,86.72482783635469,0,0
Machine_13,2533,39.22392987602934,8.612510398638165,67.28442282698892,0,0
Machine_14,1284,27.59722201827012,2.1358455405446657,134.44862039305198,0,0
Machine_15,4655,45.19347556711166,3.0741504747765855,50.45198422559952,0,0
Machine_16,3485,27.73158674302018,3.2134526969939823,72.29553412790878,0,0
Machine_17,4217,34.15175606591872,3.0736376208452763,122.9005800027515,0,0
Machine_18,4943,98.98689268636367,8.626377539990735,33.65067772719411,1,1
Machine_19,3004,55.52828455252949,0.802905554481625,110.75404802956425,0,0
Machine_20,574,62.549741320401324,1.2229498953173559,127.96772716338847,0,0
Machine_21,1182,89.88948229897723,3.1021912709840853,141.87214066058007,1,0
Machine_22,2658,99.64551203925502,2.3987932591697145,135.15559685897819,1,0
Machine_23,2147,66.61715594757453,2.7026663318870594,68.32609402004222,0,0
Machine_24,2847,84.99790568353373,8.080460297906349,100.3636969587543,1,0
Machine_25,1075,46.155281946934025,5.849702641974446,39.275219178055906,0,0
Machine_26,1906,44.459516595783285,0.5548212822831959,60.94440042576103,0,0
Machine_27,289,52.21629767956482,4.578566274189855,41.306685449700886,0,0
Machine_28,2834,73.80058101389193,4.37490680507841,67.82247481847565,0,0
Machine_29,3105,74.5753351404079,1.5824800597231636,135.02246561504748,0,0
Machine_30,4758,45.21915477195606,6.923346991713843,71.66002076091512,0,0
Machine_31,1999,30.656793930930295,7.1699232896051655,97.42777236017116,0,0
Machine_32,1367,70.59170051724068,7.348485580994928,82.00570177379291,0,0
Machine_33,1628,30.266068975101163,7.420473982806625,85.06998291584824,0,0
Machine_34,3302,66.2794006583464,0.5005018558568196,146.348646220387,0,0
Machine_35,3656,75.47377024450472,9.56224763654386,65.53853619166296,0,1
Machine_36,3990,76.04891971155612,8.234983287019299,105.27893634278055,0,1
Machine_37,746,80.27776885276774,9.08782611759821,80.40752034953366,1,0
Machine_38,2988,89.82875372525316,0.6486113054206243,37.337541725722346,1,0
Machine_39,2535,59.996719357183075,9.371658559964525,88.71969979490831,0,0
Machine_40,700,78.4199351623657,8.192991022536994,127.60119948541299,0,0
Machine_41,2463,69.53381882926693,8.453581858107636,41.8503562418026,0,0
Machine_42,2161,34.93119518381461,1.3862301548587008,38.35102168755708,0,0
Machine_43,341,22.055171589552653,7.518391274726678,48.435782447192,0,0
Machine_44,2141,42.7633108541547,9.619208551599865,121.72801336671672,0,0
Machine_45,2924,55.44269650700955,6.946199743472526,116.87944609736856,0,0
Machine_46,2712,69.3684755542925,5.920333343933762,97.80213226873326,0,0
Machine_47,1463,87.99674644025643,9.483481938615471,86.18716849111588,1,0
Machine_48,1578,35.69965733649325,4.707902656477142,136.59909776431465,0,0
Machine_49,2656,30.04398319187817,6.193288879949548,122.0037388600179,0,0
Machine_50,875,97.0783957979462,5.025213788196479,127.43307015621663,1,0
Machine_51,4114,28.643564750112567,9.362039102922841,127.59147616207851,0,1
Machine_52,134,58.27928560857514,1.222804904272319,107.12605856946696,0,0
Machine_53,3252,66.84509830346414,5.260637157840808,84.96175491791351,0,0
Machine_54,2055,63.30995367259506,7.026048193161664,133.76133031027803,0,0
Machine_55,1685,26.882572562635456,8.023112115011251,141.1208901123901,0,0
Machine_56,4043,24.56215312028955,6.038677150719296,32.85672519100116,0,0
Machine_57,3173,28.438674196882854,9.134718569153813,36.18658479195015,0,1
Machine_58,1121,66.847014709809,9.448918745396782,145.04919562901247,0,0
Machine_59,3561,63.54759101074569,1.1110326203390435,63.259273661303375,0,0
Machine_60,2713,38.69926336293954,4.322520125643056,134.80433275793024,0,0
Machine_61,3943,71.02193134764732,0.7228607063509671,76.65541427536832,0,0
Machine_62,1600,85.60540016445195,3.629458245057208,44.29200691312268,1,0
Machine_63,4898,23.3263167877275,5.6002480707207205,39.65318402512011,0,0
Machine_64,261,59.85039548384339,9.152551839844515,48.780947889654776,0,0
Machine_65,4397,75.14483296821523,8.542266063421327,59.987183384083764,0,1
Machine_66,2081,40.184954165574965,1.7112474033838643,88.62220247169915,0,0
Machine_67,1095,44.621672423451926,1.3837885600385091,114.17974806789402,0,0
Machine_68,3442,69.0910322391507,6.098039718188337,148.36782917823598,0,0
Machine_69,4651,91.83482347549895,5.555120738358435,82.98080919470053,1,0
Machine_70,3898,84.79395362423195,3.0305875935852264,92.18219308117318,1,0
Machine_71,1375,66.65041752796668,9.044804303261435,92.61788416599067,0,0
Machine_72,1116,78.41773742057994,9.309980889884757,94.73212265855233,0,0
Machine_73,437,49.185797616623894,4.324808664231545,92.12887885253548,0,0
Machine_74,978,71.27724224790062,8.957874292578442,31.05297060743014,0,0
Machine_75,1176,57.294527290204556,4.14751449549824,30.206978653180883,0,0
Machine_76,4987,35.19489091660488,7.499759902382151,41.71995817513475,0,1
Machine_77,4093,76.13906191018057,5.02145106670338,42.18679241150146,0,0
Machine_78,4959,64.51717098790576,1.6645399868182384,114.58762907457553,0,0
Machine_79,479,48.68972655628731,9.315374911751704,54.589923901919974,0,0
Machine_80,592,92.90713520629046,4.813917637086598,137.36569257067356,1,0
Machine_81,2162,21.67472942613866,7.477626883062834,141.43275954924235,0,0
Machine_82,3984,45.26185209995968,3.9881512370972754,147.10720054750783,0,0
Machine_83,164,24.550511822211725,0.6793683464742293,142.6897565864424,0,0
Machine_84,2668,81.32218529773017,1.4550384075724412,62.62659863022296,1,0
Machine_85,2127,76.16859632910341,5.214085055154282,91.1732213644215,0,0
Machine_86,2795,46.50817749890536,7.054661392700443,51.05459642363292,0,0
Machine_87,1595,74.05303217656584,3.679985602503151,126.74515862069198,0,0
Machine_88,491,51.67497809567599,7.107140362187678,136.6118046172915,0,0
Machine_89,4614,80.50030331379475,7.137038099603583,132.15466071570177,1,1
Machine_90,4574,56.334693018936484,7.187391119614393,82.00403384362019,0,1
Machine_91,3661,52.98237822653324,5.17895761319483,121.04086616241372,0,0
Machine_92,2378,94.77839323906407,9.191418426154288,41.709500349152336,1,0
Machine_93,3199,40.07032799125602,5.147366920815848,34.829372474310084,0,0
Machine_94,300,29.635787199725236,4.777519338218063,120.3883697170513,0,0
Machine_95,4975,66.76344906075666,2.3941177806009564,81.04263291944204,0,0
Machine_96,3204,97.5457449827343,3.422723329885197,149.4659117687483,1,0
Machine_97,4698,50.227137098174936,0.9021776789238818,41.67050590266389,0,0
Machine_98,2554,24.96294109030252,6.518585289353617,132.67532178422806,0,0
Machine_99,3745,47.144421384765394,2.861089567307382,87.597967863479,0,0
Machine_100,904,60.474532345564675,3.3894749176119183,129.25802346046524,0,0
Machine_101,2831,32.9538405305771,7.822737955811052,128.0552738604174,0,0
Machine_102,2873,72.64817744451936,3.6086012400338117,139.91904016344927,0,0
Machine_103,1670,99.81995112081604,2.8008609741248507,65.74200135433233,1,0
Machine_104,2790,56.13915807851551,2.1060486167702046,143.97592241544038,0,0
Machine_105,3940,48.37828453841701,7.861154820728581,48.20003524291444,0,1
Machine_106,1128,52.05633334675733,1.7322094509052555,39.83625331121886,0,0
Machine_107,602,29.21169427161609,4.810660722378358,81.7938620846819,0,0
Machine_108,4593,90.6618881140979,5.315836102733347,129.39875623702113,1,0
Machine_109,970,53.186052441708156,7.030204170514288,86.81053567601347,0,0
Machine_110,4588,50.98195291398731,6.516193082163457,129.51440130366169,0,0
Machine_111,306,72.77522183443794,8.20184639297916,117.56241669531663,0,0
Machine_112,1584,55.36267367448988,0.9251386222992624,55.13140633667203,0,0
Machine_113,963,71.85867750462768,3.3161868854042735,143.86579498793566,0,0
Machine_114,2890,24.915703210463,3.1612741283661077,37.29374023552841,0,0
Machine_115,663,85.0978674977782,1.887160603125028,137.79356490525538,1,0
Machine_116,4291,95.2403162303522,3.24719341163621,66.53321387884489,1,0
Machine_117,1857,71.90123089275087,3.4427704843575824,90.01776997972792,0,0
Machine_118,1778,96.36527430870485,5.457902388311044,80.68222472408814,1,0
Machine_119,3342,32.11458514959706,6.8051925497994326,50.62014683002994,0,0
Machine_120,4736,58.1932951584283,4.120454879312234,72.97762396820318,0,0
Machine_121,1159,68.14453871563578,7.334967197477122,53.152132355135436,0,0
Machine_122,1822,66.53893179369493,3.69357071650601,54.46637705526286,0,0
Machine_123,3414,52.11694232712346,3.2576949344902233,52.44682032316564,0,0
Machine_124,3257,47.04675274930091,5.6412865306417315,88.68208564159131,0,0
Machine_125,2725,30.145921804033506,0.7253054229050108,125.75176410135786,0,0
Machine_126,2829,51.33939604498225,1.2579966745230036,98.27640405134892,0,0
Machine_127,1697,33.01286520843881,4.470710664072007,137.18479062610103,0,0
Machine_128,3160,78.74925411937747,9.457670758221687,106.3853386292069,0,1
Machine_129,2793,36.7064748395672,7.354361908512525,112.72081387591254,0,0
Machine_130,4991,24.68522442276271,1.3372024102552986,110.11286756724037,0,0
Machine_131,3727,64.18929102537874,8.5400211214183,83.93510318204895,0,1
Machine_132,1463,67.61837861755212,7.456857320777719,112.72065866400993,0,0
Machine_133,2081,89.75304490244044,6.303991994175205,38.364929576275344,1,0
Machine_134,1763,66.15852899341455,8.292783125787185,133.18217662987956,0,0
Machine_135,1629,47.63846829787566,4.339043553558092,123.33745721327008,0,0
Machine_136,2138,84.24095052210563,2.604259983111601,59.427594987801456,1,0
Machine_137,3402,63.22231145499369,5.3642221965332135,122.16389451048988,0,0
Machine_138,2337,26.34242277049534,5.713996678138002,31.51711216800222,0,0
Machine_139,1406,65.26804482505973,5.614100534094165,56.069588697705655,0,0
Machine_140,4129,92.64148363373299,5.868201019061,37.81646864050751,1,0
Machine_141,2775,51.70501003985764,9.512696723272217,123.62722999414736,0,0
Machine_142,1382,43.70606415198401,9.071333419414199,120.70489814140646,0,0
Machine_143,809,31.477556561441602,8.819311847309924,127.63632285621968,0,0
Machine_144,4844,32.11564175482859,8.113459703631957,30.53780319906346,0,1
Machine_145,4513,54.62171874734551,9.462567019020211,90.14792720140896,0,1
Machine_146,3848,67.65438593292237,1.4356990959543308,114.58034370208038,0,0
Machine_147,4879,26.44923241356814,3.018670983734525,48.648135448681856,0,0
Machine_148,763,95.16548712201326,5.203031483718556,107.97488730151497,1,0
Machine_149,2098,80.41068939561568,8.54207768467235,40.093211917162286,1,0
Machine_150,3545,66.92991346269301,5.299074259465959,51.75910273251758,0,0
Machine_151,3843,86.27509367511927,7.606330023745093,87.09561779935213,1,1
Machine_152,1595,26.414940544969063,1.820119099864704,108.42781832173225,0,0
Machine_153,3404,58.14711021864995,2.8979312232773218,47.504295234467534,0,0
Machine_154,3863,70.40745014893307,7.451872902857888,52.226799699712544,0,1
Machine_155,1953,86.29223248946315,2.0649730844333787,54.53356404787956,1,0
Machine_156,4759,82.67756480394141,3.837881379221804,58.64409656387742,1,0
Machine_157,1391,42.16553997707197,3.0162294492289288,57.18646182315495,0,0
Machine_158,3681,95.27041356473634,3.8236860951135454,77.41789301971642,1,0
Machine_159,3557,29.947667314469626,7.229078466240718,108.45475810040675,0,1
Machine_160,1736,90.01068948969217,3.9945482208566094,82.56381397613636,1,0
Machine_161,3796,97.67521996836949,5.775001564775432,123.11686904998658,1,0
Machine_162,3099,34.17228185781005,1.4493528320168916,116.31222071383378,0,0
Machine_163,3252,77.76528513630282,8.147668085728963,45.18322968588908,0,1
Machine_164,798,23.222841502239877,4.013941943657186,35.86099479848927,0,0
Machine_165,2260,52.433826011132396,6.6610745108167535,135.35298767995272,0,0
Machine_166,4197,61.302663935813925,7.39120121578741,39.579727987544814,0,1
Machine_167,4837,66.45161807277073,2.4917787600611536,47.80070168636557,0,0
Machine_168,954,94.87497985988476,8.904412357056824,32.65599306697417,1,0
Machine_169,3574,73.78005498353558,6.354130390266053,105.40036383583845,0,0
Machine_170,1807,58.50223609753896,4.572888846639074,99.88446757900182,0,0
Machine_171,2877,84.77400290127115,2.2321842439930855,148.42843997223068,1,0
Machine_172,1833,96.04262567635271,9.451858910061464,136.43188755806062,1,0
Machine_173,3610,21.765291894583267,7.6731479392504385,79.30118129770916,0,1
Machine_174,302,98.6017017804831,2.4762333459658645,74.59030090950421,1,0
Machine_175,3355,26.890571125094425,3.7082523598801327,65.62224411359821,0,0
Machine_176,4318,85.15094234150091,8.191905451836696,48.28883040454576,1,1
Machine_177,4596,42.426780204113,7.10893780054572,46.570038792241085,0,1
Machine_178,866,30.574372620309738,7.774950780799381,45.87404496115265,0,0
Machine_179,4489,55.18845117710679,4.6914104710228575,43.69377086241343,0,0
Machine_180,2427,71.51652635580908,7.306524495100586,58.86144508866443,0,0
Machine_181,3031,50.476147601878,4.17169036720718,66.80023563757396,0,0
Machine_182,297,24.365232662615917,2.506997710912866,145.3894765246699,0,0
Machine_183,2030,67.95689117269733,6.5104318309929194,99.4167901202263,0,0
Machine_184,3682,92.19226208885398,9.772132293188545,148.5114929415937,1,1
Machine_185,708,50.65722927578014,3.450709228255631,74.69603373908079,0,0
Machine_186,3372,37.30662221046616,4.879211126019126,84.91519591073293,0,0
Machine_187,1247,55.40618767462523,6.9030130251636095,68.9494390998335,0,0
Machine_188,4382,23.869016883902468,5.6443096801636345,51.94651810758632,0,0
Machine_189,3497,85.63900675842198,8.512564059235968,47.1797649333095,1,1
Machine_190,2611,86.10726487601494,7.736555711460401,143.40950373693983,1,0
Machine_191,1894,67.04003707437028,1.053823436692392,148.41728181585069,0,0
Machine_192,759,48.24823111507116,9.985001722275854,35.389139581047786,0,0
Machine_193,2911,83.98266915566268,7.647823310334939,48.04150496781198,1,0
Machine_194,1469,64.37496198306937,8.707081504794075,80.82289107612272,0,0
Machine_195,2086,86.0745846840013,6.686378264905791,52.360017161328884,1,0
Machine_196,246,70.51670340664165,8.63470871644424,73.665647235226,0,0
Machine_197,3319,82.75243785702378,1.5676382618227394,45.491561983156004,1,0
Machine_198,3011,67.88503945742079,3.803509437813498,84.78141080661483,0,0
Machine_199,1834,53.1312854572533,8.82599896424268,62.60335394031111,0,0
Machine_200,1943,96.635668794091,2.4157245070354763,72.22860669103929,1,0
Machine_201,588,63.289105990307576,1.243299936510216,41.31751817552971,0,0
Machine_202,3076,68.40716148324307,7.98712992947958,81.375366085217,0,1
Machine_203,2059,37.639011153179936,8.437118478611314,147.99091331538838,0,0
Machine_204,2485,70.05206315418212,2.045196072804056,69.45996562574284,0,0
Machine_205,3019,65.72861195863551,8.616286836435798,135.1715129810922,0,1
Machine_206,4836,34.78707183576199,7.024294058173111,131.1838969948422,0,1
Machine_207,1902,24.7669677882515,5.4407854905575475,144.24701019566527,0,0
Machine_208,4161,68.34874557718169,8.387376831423158,124.81314147205134,0,1
Machine_209,3469,81.09538154802564,4.482867868530175,109.1516192470578,1,0
Machine_210,362,61.87210967376066,2.3429425841222735,132.79013330729492,0,0
Machine_211,723,38.14181002557166,3.2061004278008296,39.07736167888196,0,0
Machine_212,1116,73.32175813544279,5.299058173786491,85.53967886385693,0,0
Machine_213,3743,26.40845812876818,5.547642530395169,148.71074863380704,0,0
Machine_214,2149,55.34669638415637,8.15301785119172,122.35201815536787,0,0
Machine_215,3823,33.06934067187362,8.017850874697178,145.44904536446677,0,1
Machine_216,4648,34.75672408479067,6.022982293443461,123.55612273601749,0,0
Machine_217,3208,36.18351593265629,7.917462091972025,134.9858360930573,0,1
Machine_218,4190,50.93656456351823,2.3218478537898743,114.78355587638292,0,0
Machine_219,2156,24.09201644963181,0.9756130073862963,121.26024053006877,0,0
Machine_220,3270,51.823475274327855,8.79952131502965,92.78136118074008,0,1
Machine_221,1782,60.936595769176066,1.2177676907463109,140.90852409769593,0,0
Machine_222,2355,58.663542797306015,2.843540082567974,129.0046692748034,0,0
Machine_223,1254,50.622728032243245,7.105530021431654,131.26619587987585,0,0
Machine_224,4599,87.1317286456602,4.389755407459437,110.76109211556629,1,0
Machine_225,3291,31.62613539364033,8.824982714197334,66.54959365046989,0,1
Machine_226,1796,60.455739502509914,3.3308080492915604,34.27557544681672,0,0
Machine_227,4091,24.963313356524345,0.6127777933589134,142.27861552914533,0,0
Machine_228,4823,25.69245431023278,3.3562285853270692,100.33444185665962,0,0
Machine_229,4782,65.9092679741677,5.991712967255901,65.77715653777683,0,0
Machine_230,1748,65.28147399102568,4.071414566331287,47.89621294170453,0,0
Machine_231,1545,90.24268102755656,5.581291179708175,129.54277986009055,1,0
Machine_232,4299,64.62989405280585,8.827682128932677,130.38242333370948,0,1
Machine_233,4023,96.78328163238801,9.1686080151885,127.74095617566378,1,1
Machine_234,353,23.89558787199438,3.026753614214065,107.40992303601435,0,0
Machine_235,3283,27.840614782459284,4.890334496064057,73.92184651102511,0,0
Machine_236,2657,23.525268925630513,5.716868144793787,66.48843417363084,0,0
Machine_237,198,34.8221480266832,9.516568340438347,31.02657241418042,0,0
Machine_238,2300,63.301608875334246,9.986864532061654,130.03290704258885,0,0
Machine_239,3061,71.64577451419424,2.736368863994503,40.49192369923709,0,0
Machine_240,4533,23.646812635893504,7.406308777785247,105.69059976489211,0,1
Machine_241,3877,95.67767118764795,4.091295091215354,90.4889936208106,1,0
Machine_242,2969,87.37323013203049,0.5770278704190257,93.20272307116214,1,0
Machine_243,3334,43.72899857256745,0.5878989631410724,141.2055414369328,0,0
